original_text,encrypted_text
V našej záhrade rastú krásne kvety Bez práce nie sú koláče,N fsowb rqzjsvw jsklp cjqkfw cnwlq Twr hjquw faw kp cgdqiw
Ráno múdrejšie večera Príliš žlťučký kôň úpäl ďábelské ódy,Qxmn lwcqdivhd udpdqz Oqjkhv ykztpjz jqw woak rxadkrjf pcx
Bez práce nie sú koláče Príliš žlťučký kôň úpäl ďábelské ódy Všetko najlepšie k narodeninám,Svq giptv ezv jo bfcphv Gibczn qcrlhbr bio ogsc jpsvcjbx hup Mnvkbf eracvgnzv b erifuvezepd
Ráno múdrejšie večera Kde bolo tam bolo Slovensko je krásna krajina,Wdst rciwjobnj ajvjwf Pij gtqt yfr gtqt Xqtajsxpt oj pwdxsf pwfonsf
Dobrý deň prajem,Fqdtc fgz rtclgo
V našej záhrade rastú krásne kvety Bez práce nie sú koláče,K cplty onwgpst gphim zgnhct zktin Qto egnrt cxt hm zdanft
Láska hory prenáša Dobrý deň prajem Ráno múdrejšie večera,Qdxpf mtwd uwjsdbf Itgwf ijc uwfojr Wdst rciwjobnj ajvjwf
Dobrý deň prajem Bez práce nie sú koláče Slovensko je krásna krajina,Pandm pqj bdmvqy Nql bdkoq zuq ej waxkcq Exahqzewa vq wdkezm wdmvuzm
V našej záhrade rastú krásne kvety Láska hory prenáša,W obxfk azisbef sbtuy lsztof lwfuz Mztlb ipsz qsfozxb
Kde bolo tam bolo,Ohi fsps xeq fsps
Dobrý deň prajem Ráno múdrejšie večera Láska hory prenáša,Zkxnw zat lnwfai Nujk itznafsea ramanw Huogw dknu lnajusw
V našej záhrade rastú krásne kvety,J boksx nmvfors foghl yfmgbs yjshm
V našej záhrade rastú krásne kvety Bez práce nie sú koláče Ráno múdrejšie večera,T lyuch xwfpybc pyqrv ipwqlc itcrw Zcx npwac lgc qv imjwoc Pwlm kvbpchugc tcocpy
Slovensko je krásna krajina Príliš žlťučký kôň úpäl ďábelské ódy,Xqtajsxpt oj pwdxsf pwfonsf Uwpqnb eqfzvpf pwc cugq xdgjqxpl vid
Slovensko je krásna krajina Život je krásny Všetko najlepšie k narodeninám,Unqxgpumq lg mtaupc mtclkpc Gkxqv lg mtaupa Xygvmq pclngrykg m pctqfgpkpao
Príliš žlťučký kôň úpäl ďábelské ódy Kde bolo tam bolo,Hjcdao rdsmics cjp phtd kqtwdkcy ivq Cvw tgdg lse tgdg
Dobrý deň prajem,Epcsb efy qsbkfn
Život je krásny,Bfslq gb hovpkv
Život je krásny,Gkxqv lg mtaupa
Bez práce nie sú koláče Kde bolo tam bolo Život je krásny,Ady oqxbd mhd rw jnkxpd Jcd ankn szl ankn Dhuns id jqxrmx
Slovensko je krásna krajina,Ohkrajogk fa gnuojw gnwfejw
Láska hory prenáša V našej záhrade rastú krásne kvety,Vicuk rybi zboxigk F xkgot jirbkno bkcdh ubicxo ufodi
V našej záhrade rastú krásne kvety Kde bolo tam bolo Láska hory prenáša,C uhdlq gfoyhkl yhzae ryfzul rclaf Rkl ivsv aht ivsv Sfzrh ovyf wylufdh
Slovensko je krásna krajina Príliš žlťučký kôň úpäl ďábelské ódy,Kdgnwfkcg bw cjqkfs cjsbafs Hjcdao rdsmics cjp phtd kqtwdkcy ivq
Kde bolo tam bolo Dobrý deň prajem,Pij gtqt yfr gtqt Itgwf ijc uwfojr
Život je krásny Láska hory prenáša Slovensko je krásna krajina,Hlyrw mh nubvqb Obvnd krub suhqbzd Voryhqvnr mh nubvqd nudmlqd
Slovensko je krásna krajina,Buxenwbtx sn tahbwj tajsrwj
V našej záhrade rastú krásne kvety Kde bolo tam bolo,R jwsaf vudnwza nwopt gnuoja grapu Gza xkhk pwi xkhk
Láska hory prenáša Ráno múdrejšie večera,Zmgyo vcfm dfsbmko Fmbc alrfsxkws jsesfo
V našej záhrade rastú krásne kvety Dobrý deň prajem Kde bolo tam bolo,F xkgot jirbkno bkcdh ubicxo ufodi Nylbk noh zbktow Uno lyvy dkw lyvy
Kde bolo tam bolo Všetko najlepšie k narodeninám,Tmn kxux cjv kxux Efnctx wjsunyfrn t wjaxmnwrwhv
Láska hory prenáša Dobrý deň prajem Ráno múdrejšie večera,Kxrjz gnqx oqdmxvz Cnaqz cdw oqzidl Qxmn lwcqdivhd udpdqz
Ráno múdrejšie večera Láska hory prenáša Slovensko je krásna krajina,Vcrs qbhvinami ziuive Pcwoe lsvc tvircae Wpszirwos ni ovcwre ovenmre
Kde bolo tam bolo Ráno múdrejšie večera Dobrý deň prajem,Fyz wjgj ovh wjgj Mtij hsymzerdz qzlzmv Yjwmv yzs kmvezh
Ráno múdrejšie večera,Lshi grxlydqcy pykylu
Slovensko je krásna krajina,Gzcjsbgyc xs yfmgbo yfoxwbo
V našej záhrade rastú krásne kvety,I anjrw mluenqr enfgk xelfar xirgl
Život je krásny,Kobuz pk qxeyte
Kde bolo tam bolo Dobrý deň prajem,Jcd ankn szl ankn Cnaqz cdw oqzidl
Slovensko je krásna krajina Život je krásny,Ngjqzinfj ez fmtniv fmvediv Zdqjo ez fmtnit
Dobrý deň prajem Láska hory prenáša Ráno múdrejšie večera,Ufsir uvo giravd Cpjbr yfip givepnr Ipef douivanzv mvhvir
Ráno múdrejšie večera V našej záhrade rastú krásne kvety,Mtij hsymzerdz qzlzmv Q ivrze utcmvyz mvnos fmtniz fqzot
Slovensko je krásna krajina,Unqxgpumq lg mtaupc mtclkpc
Príliš žlťučký kôň úpäl ďábelské ódy,Hjcdao rdsmics cjp phtd kqtwdkcy ivq
Dobrý deň prajem,Pandm pqj bdmvqy
Dobrý deň prajem,Itgwf ijc uwfojr
Život je krásny V našej záhrade rastú krásne kvety Kde bolo tam bolo,Fjwpu kf lsztoz W obxfk azisbef sbtuy lsztof lwfuz Lef cpmp ubn cpmp
Život je krásny Slovensko je krásna krajina,Gkxqv lg mtaupa Unqxgpumq lg mtaupc mtclkpc
Príliš žlťučký kôň úpäl ďábelské ódy,Rtmnky bncwsmc mtz zrdn uadgnumi sfa
Všetko najlepšie k narodeninám Láska hory prenáša Kde bolo tam bolo,Abjypt sfoqjubnj p sfwtijsnsdr Qdxpf mtwd uwjsdbf Pij gtqt yfr gtqt
Bez práce nie sú koláče Príliš žlťučký kôň úpäl ďábelské ódy Ráno múdrejšie večera,Orm celpr avr fk xbyldr Cexyvj mynhdxn xek kcoy floryfxt dql Elab zkqerwjvr irdren
Dobrý deň prajem,Greud gha sudmhp
Láska hory prenáša Všetko najlepšie k narodeninám Príliš žlťučký kôň úpäl ďábelské ódy,Tgasi pwzg xzmvgei Dembsw virtmxeqm s vizwlmvqvgu Xzstqe hticysi szf fxjt agjmtaso ylg
Bez práce nie sú koláče Všetko najlepšie k narodeninám,Mpk acjnp ytp di vzwjbp Ghpevz yluwpahtp v ylczopytyjx
Všetko najlepšie k narodeninám Bez práce nie sú koláče Dobrý deň prajem,Stbqhl kxgibmtfb h kxolabkfkvj Ybw movzb kfb pu hlivnb Alyox abu moxgbj
Príliš žlťučký kôň úpäl ďábelské ódy Život je krásny,Kmfgdr ugvplfv fms skwg ntwzgnfb lyt Zdqjo ez fmtnit
Kde bolo tam bolo,Ngh eror wdp eror
Ráno múdrejšie večera,Ipef douivanzv mvhvir
Láska hory prenáša,Ivphx elov mobkvtx
Slovensko je krásna krajina,Unqxgpumq lg mtaupc mtclkpc
V našej záhrade rastú krásne kvety Život je krásny Láska hory prenáša,K cplty onwgpst gphim zgnhct zktin Txkdi yt zgnhcn Anhzp wdgn egtcnlp
Všetko najlepšie k narodeninám Kde bolo tam bolo,Ijrgxb anwyrcjvr x anebqravalz Xqr obyb gnz obyb
Život je krásny V našej záhrade rastú krásne kvety,Swjch xs yfmgbm J boksx nmvfors foghl yfmgbs yjshm
V našej záhrade rastú krásne kvety Dobrý deň prajem,G ylhpu kjsclop cldei vcjdyp vgpej Ozmcl opi aclupx
Príliš žlťučký kôň úpäl ďábelské ódy,Dfyzwk nzoieyo yfl ldpz gmpszgyu erm
Láska hory prenáša Slovensko je krásna krajina,Boiaq xeho fhudomq Ibeludiae zu ahoidq ahqzydq
V našej záhrade rastú krásne kvety Všetko najlepšie k narodeninám,J boksx nmvfors foghl yfmgbs yjshm Jkshyc boxzsdkws y bofcrsbwbma
Kde bolo tam bolo Láska hory prenáša Príliš žlťučký kôň úpäl ďábelské ódy,Qjk huru zgs huru Reyqg nuxe vxktecg Vxqroc frgawqg qxd dvhr yehkryqm wje
Dobrý deň prajem,Vgtjs vwp hjsbwe
Slovensko je krásna krajina,Jcfmvejbf av bipjer birazer
Kde bolo tam bolo Všetko najlepšie k narodeninám,Rkl ivsv aht ivsv Cdlarv uhqslwdpl r uhyvklupuft
Všetko najlepšie k narodeninám,Qrzofj ivegzkrdz f ivmjyzidith
V našej záhrade rastú krásne kvety Dobrý deň prajem Láska hory prenáša,Z reain dclvehi vewxb ovcwri ozixc Hsfve hib tveniq Pcwoe lsvc tvircae
Ráno múdrejšie večera Všetko najlepšie k narodeninám Láska hory prenáša,Vcrs qbhvinami ziuive Zaixos renpitami o revshirmrcq Pcwoe lsvc tvircae
Dobrý deň prajem,Rcpfo rsl dfoxsa
Bez práce nie sú koláče,Vyt jlswy hcy mr eifsky
Láska hory prenáša Život je krásny,Jwqiy fmpw npclwuy Cgtmr hc ipwqlw
Príliš žlťučký kôň úpäl ďábelské ódy,Oqjkhv ykztpjz jqw woak rxadkrjf pcx
Kde bolo tam bolo Dobrý deň prajem Príliš žlťučký kôň úpäl ďábelské ódy,Lef cpmp ubn cpmp Epcsb efy qsbkfn Qslmjx ambvrlb lsy yqcm tzcfmtlh rez
V našej záhrade rastú krásne kvety Bez práce nie sú koláče,D viemr hgpzilm ziabf szgavm sdmbg Jmh xzgkm vqm af swtgym
Všetko najlepšie k narodeninám Láska hory prenáša Ráno múdrejšie večera,Bckzqu tgprkvcok q tgxujktotes Reyqg nuxe vxktecg Xetu sdjxkpcok bkwkxg
Slovensko je krásna krajina Dobrý deň prajem,Tmpwfotlp kf lsztob lsbkjob Epcsb efy qsbkfn
Všetko najlepšie k narodeninám,Rsapgk jwfhalsea g jwnkzajejui
Život je krásny Ráno múdrejšie večera Slovensko je krásna krajina,Jnaty oj pwdxsd Wdst rciwjobnj ajvjwf Xqtajsxpt oj pwdxsf pwfonsf
Ráno múdrejšie večera,Hode cnthuzmyu luguhq
Ráno múdrejšie večera Dobrý deň prajem,Krgh fqwkxcpbx oxjxkt Whukt wxq iktcxf
Dobrý deň prajem Kde bolo tam bolo Láska hory prenáša,Vgtjs vwp hjsbwe Cvw tgdg lse tgdg Dqkcs zgjq hjwfqos
Bez práce nie sú koláče Kde bolo tam bolo Slovensko je krásna krajina,Hkf vxeik tok yd qurewk Qjk huru zgs huru Yrubktyqu pk qxeytg qxgpotg
V našej záhrade rastú krásne kvety Kde bolo tam bolo,T lyuch xwfpybc pyqrv ipwqlc itcrw Ibc zmjm ryk zmjm
Život je krásny,Dhuns id jqxrmx
Slovensko je krásna krajina,Ohkrajogk fa gnuojw gnwfejw
Život je krásny Ráno múdrejšie večera Slovensko je krásna krajina,Xbohm cx dkrlgr Krgh fqwkxcpbx oxjxkt Lehoxgldh cx dkrlgt dktcbgt
V našej záhrade rastú krásne kvety Príliš žlťučký kôň úpäl ďábelské ódy,I anjrw mluenqr enfgk xelfar xirgl Cexyvj mynhdxn xek kcoy floryfxt dql
Príliš žlťučký kôň úpäl ďábelské ódy,Bdwxui lxmgcwm wdj jbnx eknqxews cpk
Príliš žlťučký kôň úpäl ďábelské ódy,Oqjkhv ykztpjz jqw woak rxadkrjf pcx
Príliš žlťučký kôň úpäl ďábelské ódy Všetko najlepšie k narodeninám Ráno múdrejšie večera,Ikdebp setnjdt dkq qiue lruxeldz jwr Opxmdh gtcexipbx d gtkhwxgbgrf Krgh fqwkxcpbx oxjxkt
Ráno múdrejšie večera Láska hory prenáša Kde bolo tam bolo,Ipef douivanzv mvhvir Cpjbr yfip givepnr Buv sfcf krd sfcf
Bez práce nie sú koláče Dobrý deň prajem,Twr hjquw faw kp cgdqiw Vgtjs vwp hjsbwe
Láska hory prenáša,Naumc jqta rtgpayc
Všetko najlepšie k narodeninám,Fgoduy xktvozgso u xkbynoxsxiw
V našej záhrade rastú krásne kvety Láska hory prenáša,D viemr hgpzilm ziabf szgavm sdmbg Tgasi pwzg xzmvgei
Dobrý deň prajem V našej záhrade rastú krásne kvety Bez práce nie sú koláče,Rcpfo rsl dfoxsa J boksx nmvfors foghl yfmgbs yjshm Psn dfmqs bws gl yczmes
Slovensko je krásna krajina V našej záhrade rastú krásne kvety,Jcfmvejbf av bipjer birazer M ernva qpyiruv irjko bipjev bmvkp
Kde bolo tam bolo,Exy vifi nug vifi
Bez práce nie sú koláče Všetko najlepšie k narodeninám Láska hory prenáša,Qto egnrt cxt hm zdanft Kltizd cpyatelxt z cpgdstcxcnb Anhzp wdgn egtcnlp
Príliš žlťučký kôň úpäl ďábelské ódy,Zbuvsg jvkeauk ubh hzlv cilovcuq ani
Príliš žlťučký kôň úpäl ďábelské ódy Slovensko je krásna krajina,Yaturf iujdztj tag gyku bhknubtp zmh Buxenwbtx sn tahbwj tajsrwj
Dobrý deň prajem Kde bolo tam bolo Život je krásny,Rcpfo rsl dfoxsa Yrs pczc hoa pczc Swjch xs yfmgbm
Láska hory prenáša,Cpjbr yfip givepnr
V našej záhrade rastú krásne kvety Láska hory prenáša Kde bolo tam bolo,R jwsaf vudnwza nwopt gnuoja grapu Huogw dknu lnajusw Gza xkhk pwi xkhk
Život je krásny,Jnaty oj pwdxsd
Bez práce nie sú koláče Všetko najlepšie k narodeninám,Orm celpr avr fk xbyldr Ijrgxb anwyrcjvr x anebqravalz
V našej záhrade rastú krásne kvety Príliš žlťučký kôň úpäl ďábelské ódy,M ernva qpyiruv irjko bipjev bmvkp Gibczn qcrlhbr bio ogsc jpsvcjbx hup
Ráno múdrejšie večera,Mtij hsymzerdz qzlzmv
Slovensko je krásna krajina V našej záhrade rastú krásne kvety,Kdgnwfkcg bw cjqkfs cjsbafs N fsowb rqzjsvw jsklp cjqkfw cnwlq
Všetko najlepšie k narodeninám,Nowlcg fsbdwhoaw c fsjgvwfafqe
V našej záhrade rastú krásne kvety Kde bolo tam bolo,O gtpxc sraktwx ktlmq dkrlgx doxmr Dwx uheh mtf uheh
Dobrý deň prajem Život je krásny Slovensko je krásna krajina,Greud gha sudmhp Hlyrw mh nubvqb Voryhqvnr mh nubvqd nudmlqd
V našej záhrade rastú krásne kvety Príliš žlťučký kôň úpäl ďábelské ódy,N fsowb rqzjsvw jsklp cjqkfw cnwlq Hjcdao rdsmics cjp phtd kqtwdkcy ivq
Život je krásny Kde bolo tam bolo Dobrý deň prajem,Rvibg wr xelfal Xqr obyb gnz obyb Qboen qrk cenwrz
Láska hory prenáša Kde bolo tam bolo,Fsmeu bils jlyhsqu Exy vifi nug vifi
V našej záhrade rastú krásne kvety Bez práce nie sú koláče,Z reain dclvehi vewxb ovcwri ozixc Fid tvcgi rmi wb ospcui
Príliš žlťučký kôň úpäl ďábelské ódy,Acvwth kwlfbvl vci iamw djmpwdvr boj
Všetko najlepšie k narodeninám,Cdlarv uhqslwdpl r uhyvklupuft
Dobrý deň prajem Všetko najlepšie k narodeninám Príliš žlťučký kôň úpäl ďábelské ódy,Fqdtc fgz rtclgo Xygvmq pclngrykg m pctqfgpkpao Rtmnky bncwsmc mtz zrdn uadgnumi sfa
Všetko najlepšie k narodeninám Príliš žlťučký kôň úpäl ďábelské ódy,Stbqhl kxgibmtfb h kxolabkfkvj Mohift wixrnhx hou umyi pvybiphd nav
Slovensko je krásna krajina,Xqtajsxpt oj pwdxsf pwfonsf
Dobrý deň prajem Život je krásny Kde bolo tam bolo,Terhq tun fhqzuc Uylej zu ahoido Atu rebe jqc rebe
V našej záhrade rastú krásne kvety,F xkgot jirbkno bkcdh ubicxo ufodi
Bez práce nie sú koláče,Wzu kmtxz idz ns fjgtlz
V našej záhrade rastú krásne kvety,C uhdlq gfoyhkl yhzae ryfzul rclaf
Dobrý deň prajem,Bmzpy bcv npyhck
Láska hory prenáša Príliš žlťučký kôň úpäl ďábelské ódy V našej záhrade rastú krásne kvety,Wjdvl szcj acpyjhl Acvwth kwlfbvl vci iamw djmpwdvr boj G ylhpu kjsclop cldei vcjdyp vgpej
Ráno múdrejšie večera,Cjyz xiocpuhtp gpbpcl
Láska hory prenáša,Sfzrh ovyf wylufdh
Ráno múdrejšie večera Kde bolo tam bolo Príliš žlťučký kôň úpäl ďábelské ódy,Wdst rciwjobnj ajvjwf Pij gtqt yfr gtqt Uwpqnb eqfzvpf pwc cugq xdgjqxpl vid
Život je krásny,Uylej zu ahoido
Všetko najlepšie k narodeninám Príliš žlťučký kôň úpäl ďábelské ódy Láska hory prenáša,Cdlarv uhqslwdpl r uhyvklupuft Wyrspd gshbxrh rye ewis zfilszrn xkf Sfzrh ovyf wylufdh
Slovensko je krásna krajina Príliš žlťučký kôň úpäl ďábelské ódy Kde bolo tam bolo,Rknudmrjn id jqxrmz jqzihmz Oqjkhv ykztpjz jqw woak rxadkrjf pcx Jcd ankn szl ankn
Láska hory prenáša Slovensko je krásna krajina,Zmgyo vcfm dfsbmko Gzcjsbgyc xs yfmgbo yfoxwbo
Slovensko je krásna krajina,Voryhqvnr mh nubvqd nudmlqd
Láska hory prenáša Všetko najlepšie k narodeninám Dobrý deň prajem,Sfzrh ovyf wylufdh Cdlarv uhqslwdpl r uhyvklupuft Kviyh kle wyhqlt
Všetko najlepšie k narodeninám Ráno múdrejšie večera V našej záhrade rastú krásne kvety,Jkshyc boxzsdkws y bofcrsbwbma Fmbc alrfsxkws jsesfo J boksx nmvfors foghl yfmgbs yjshm
Príliš žlťučký kôň úpäl ďábelské ódy Kde bolo tam bolo,Zbuvsg jvkeauk ubh hzlv cilovcuq ani Uno lyvy dkw lyvy
Kde bolo tam bolo Všetko najlepšie k narodeninám,Atu rebe jqc rebe Lmujae dqzbufmyu a dqhetudydoc
Život je krásny Ráno múdrejšie večera Slovensko je krásna krajina,Bfslq gb hovpkv Ovkl juaobgtfb sbnbox Pilsbkphl gb hovpkx hoxgfkx
Príliš žlťučký kôň úpäl ďábelské ódy Všetko najlepšie k narodeninám Ráno múdrejšie večera,Bdwxui lxmgcwm wdj jbnx eknqxews cpk Hiqfwa zmvxqbiuq w zmdapqzuzky Dkza yjpdqviuq hqcqdm
Príliš žlťučký kôň úpäl ďábelské ódy Bez práce nie sú koláče,Kmfgdr ugvplfv fms skwg ntwzgnfb lyt Wzu kmtxz idz ns fjgtlz
V našej záhrade rastú krásne kvety,M ernva qpyiruv irjko bipjev bmvkp
Bez práce nie sú koláče Všetko najlepšie k narodeninám,Xav lnuya jea ot gkhuma Rsapgk jwfhalsea g jwnkzajejui
Láska hory prenáša Ráno múdrejšie večera Bez práce nie sú koláče,Uhbtj qxah yanwhfj Ahwx vgmansfrn enznaj Kni yahln wrn bg txuhzn
V našej záhrade rastú krásne kvety Život je krásny,N fsowb rqzjsvw jsklp cjqkfw cnwlq Wangl bw cjqkfq
V našej záhrade rastú krásne kvety Všetko najlepšie k narodeninám,E wjfns ihqajmn ajbcg tahbwn tench Efnctx wjsunyfrn t wjaxmnwrwhv
Príliš žlťučký kôň úpäl ďábelské ódy Život je krásny Všetko najlepšie k narodeninám,Wyrspd gshbxrh rye ewis zfilszrn xkf Lpcva ql ryfzuf Cdlarv uhqslwdpl r uhyvklupuft
Príliš žlťučký kôň úpäl ďábelské ódy Všetko najlepšie k narodeninám Dobrý deň prajem,Sunolz codxtnd nua aseo vbehovnj tgb Yzhwnr qdmohszlh n qdurghqlqbp Greud gha sudmhp
Bez práce nie sú koláče Láska hory prenáša Ráno múdrejšie večera,Ady oqxbd mhd rw jnkxpd Kxrjz gnqx oqdmxvz Qxmn lwcqdivhd udpdqz
Slovensko je krásna krajina Bez práce nie sú koláče,Jcfmvejbf av bipjer birazer Svq giptv ezv jo bfcphv
Život je krásny Bez práce nie sú koláče,Aerkp fa gnuoju Xav lnuya jea ot gkhuma
V našej záhrade rastú krásne kvety,N fsowb rqzjsvw jsklp cjqkfw cnwlq
Život je krásny,Gkxqv lg mtaupa
Slovensko je krásna krajina Ráno múdrejšie večera V našej záhrade rastú krásne kvety,Ohkrajogk fa gnuojw gnwfejw Nujk itznafsea ramanw R jwsaf vudnwza nwopt gnuoja grapu
Bez práce nie sú koláče Ráno múdrejšie večera,Mpk acjnp ytp di vzwjbp Cjyz xiocpuhtp gpbpcl
Kde bolo tam bolo Láska hory prenáša,Pij gtqt yfr gtqt Qdxpf mtwd uwjsdbf
Ráno múdrejšie večera Všetko najlepšie k narodeninám,Gncd bmsgtylxt ktftgp Kltizd cpyatelxt z cpgdstcxcnb
Ráno múdrejšie večera,Ipef douivanzv mvhvir
Láska hory prenáša Príliš žlťučký kôň úpäl ďábelské ódy Život je krásny,Reyqg nuxe vxktecg Vxqroc frgawqg qxd dvhr yehkryqm wje Kobuz pk qxeyte
Život je krásny,Ycpin dy elsmhs
Dobrý deň prajem,Zkxnw zat lnwfai
Slovensko je krásna krajina Ráno múdrejšie večera Príliš žlťučký kôň úpäl ďábelské ódy,Voryhqvnr mh nubvqd nudmlqd Ubqr paguhmzlh yhthud Sunolz codxtnd nua aseo vbehovnj tgb
Kde bolo tam bolo Bez práce nie sú koláče Príliš žlťučký kôň úpäl ďábelské ódy,Pij gtqt yfr gtqt Gje uwdhj snj xc ptqdvj Uwpqnb eqfzvpf pwc cugq xdgjqxpl vid
Láska hory prenáša V našej záhrade rastú krásne kvety Príliš žlťučký kôň úpäl ďábelské ódy,Wjdvl szcj acpyjhl G ylhpu kjsclop cldei vcjdyp vgpej Acvwth kwlfbvl vci iamw djmpwdvr boj
Ráno múdrejšie večera V našej záhrade rastú krásne kvety Všetko najlepšie k narodeninám,Bixy whnbotgso foaobk F xkgot jirbkno bkcdh ubicxo ufodi Fgoduy xktvozgso u xkbynoxsxiw
Láska hory prenáša Príliš žlťučký kôň úpäl ďábelské ódy,Zmgyo vcfm dfsbmko Dfyzwk nzoieyo yfl ldpz gmpszgyu erm
Všetko najlepšie k narodeninám Život je krásny Príliš žlťučký kôň úpäl ďábelské ódy,Abjypt sfoqjubnj p sfwtijsnsdr Jnaty oj pwdxsd Uwpqnb eqfzvpf pwc cugq xdgjqxpl vid
V našej záhrade rastú krásne kvety,M ernva qpyiruv irjko bipjev bmvkp
Všetko najlepšie k narodeninám Kde bolo tam bolo Láska hory prenáša,Kltizd cpyatelxt z cpgdstcxcnb Zst qdad ipb qdad Anhzp wdgn egtcnlp
Slovensko je krásna krajina,Wpszirwos ni ovcwre ovenmre
Kde bolo tam bolo,Hab ylil qxj ylil
Všetko najlepšie k narodeninám Bez práce nie sú koláče,Opxmdh gtcexipbx d gtkhwxgbgrf Uxs ikrvx gbx lq dherjx
Život je krásny,Wangl bw cjqkfq
Slovensko je krásna krajina Život je krásny,Mfipyhmei dy elsmhu eludchu Ycpin dy elsmhs
Slovensko je krásna krajina,Atwdmvasw rm szgavi szirqvi
Život je krásny,Quhaf vq wdkezk
Všetko najlepšie k narodeninám,Uvdsjn mzikdovhd j mzqncdmhmxl
V našej záhrade rastú krásne kvety Láska hory prenáša,Y qdzhm cbkudgh udvwa nubvqh nyhwb Obvnd krub suhqbzd
Príliš žlťučký kôň úpäl ďábelské ódy Slovensko je krásna krajina Ráno múdrejšie večera,Bdwxui lxmgcwm wdj jbnx eknqxews cpk Exahqzewa vq wdkezm wdmvuzm Dkza yjpdqviuq hqcqdm
V našej záhrade rastú krásne kvety Príliš žlťučký kôň úpäl ďábelské ódy Všetko najlepšie k narodeninám,W obxfk azisbef sbtuy lsztof lwfuz Qslmjx ambvrlb lsy yqcm tzcfmtlh rez Wxfulp obkmfqxjf l obspefojozn
Dobrý deň prajem Ráno múdrejšie večera Slovensko je krásna krajina,Qboen qrk cenwrz Elab zkqerwjvr irdren Fybirafxb wr xelfan xenwvan
Ráno múdrejšie večera,Dkza yjpdqviuq hqcqdm
Slovensko je krásna krajina Príliš žlťučký kôň úpäl ďábelské ódy V našej záhrade rastú krásne kvety,Jcfmvejbf av bipjer birazer Gibczn qcrlhbr bio ogsc jpsvcjbx hup M ernva qpyiruv irjko bipjev bmvkp
Slovensko je krásna krajina Všetko najlepšie k narodeninám,Wpszirwos ni ovcwre ovenmre Zaixos renpitami o revshirmrcq
Bez práce nie sú koláče,Orm celpr avr fk xbyldr
Láska hory prenáša Ráno múdrejšie večera,Zmgyo vcfm dfsbmko Fmbc alrfsxkws jsesfo
Všetko najlepšie k narodeninám Život je krásny,Opxmdh gtcexipbx d gtkhwxgbgrf Xbohm cx dkrlgr
Život je krásny,Dhuns id jqxrmx
Láska hory prenáša,Wjdvl szcj acpyjhl
Ráno múdrejšie večera V našej záhrade rastú krásne kvety Príliš žlťučký kôň úpäl ďábelské ódy,Xetu sdjxkpcok bkwkxg B tgckp fenxgjk xgyzd qxeytk qbkze Vxqroc frgawqg qxd dvhr yehkryqm wje
Kde bolo tam bolo,Mfg dqnq vco dqnq
Príliš žlťučký kôň úpäl ďábelské ódy Kde bolo tam bolo,Kmfgdr ugvplfv fms skwg ntwzgnfb lyt Fyz wjgj ovh wjgj
Láska hory prenáša,Ylfxn ubel ceraljn
Kde bolo tam bolo Slovensko je krásna krajina,Jcd ankn szl ankn Rknudmrjn id jqxrmz jqzihmz
Ráno múdrejšie večera Príliš žlťučký kôň úpäl ďábelské ódy,Ovkl juaobgtfb sbnbox Mohift wixrnhx hou umyi pvybiphd nav
Dobrý deň prajem Príliš žlťučký kôň úpäl ďábelské ódy,Whukt wxq iktcxf Ikdebp setnjdt dkq qiue lruxeldz jwr
Život je krásny Kde bolo tam bolo,Lpcva ql ryfzuf Rkl ivsv aht ivsv
Láska hory prenáša Ráno múdrejšie večera,Dqkcs zgjq hjwfqos Jqfg epvjwboaw nwiwjs
Ráno múdrejšie večera Dobrý deň prajem,Zgvw uflzmreqm dmymzi Lwjzi lmf xzirmu
